Time,From Peer,To Peer,Event Type
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
30,SEED-1,PEER-1,Unchoke
30,SEED-1,PEER-2,Unchoke
30,SEED-1,PEER-3,Unchoke
30,SEED-1,PEER-4,Choke
30,SEED-1,PEER-5,Choke
30,PEER-1,SEED-1,Choke
30,PEER-1,PEER-2,Choke
30,PEER-1,PEER-3,Choke
30,PEER-1,PEER-4,Choke
30,PEER-1,PEER-5,Choke
30,PEER-2,SEED-1,Choke
30,PEER-2,PEER-1,Choke
30,PEER-2,PEER-3,Choke
30,PEER-2,PEER-4,Choke
30,PEER-2,PEER-5,Choke
30,PEER-3,SEED-1,Choke
30,PEER-3,PEER-1,Choke
30,PEER-3,PEER-2,Choke
30,PEER-3,PEER-4,Choke
30,PEER-3,PEER-5,Choke
30,PEER-5,SEED-1,Choke
30,PEER-5,PEER-1,Choke
30,PEER-5,PEER-2,Choke
30,PEER-5,PEER-3,Choke
30,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
40,SEED-1,PEER-1,Unchoke
40,SEED-1,PEER-2,Unchoke
40,SEED-1,PEER-3,Unchoke
40,SEED-1,PEER-4,Choke
40,SEED-1,PEER-5,Choke
40,PEER-1,SEED-1,Choke
40,PEER-1,PEER-2,Choke
40,PEER-1,PEER-3,Choke
40,PEER-1,PEER-4,Choke
40,PEER-1,PEER-5,Choke
40,PEER-2,SEED-1,Choke
40,PEER-2,PEER-1,Choke
40,PEER-2,PEER-3,Choke
40,PEER-2,PEER-4,Choke
40,PEER-2,PEER-5,Choke
40,PEER-3,SEED-1,Choke
40,PEER-3,PEER-1,Choke
40,PEER-3,PEER-2,Choke
40,PEER-3,PEER-4,Choke
40,PEER-3,PEER-5,Choke
40,PEER-5,SEED-1,Choke
40,PEER-5,PEER-1,Choke
40,PEER-5,PEER-2,Choke
40,PEER-5,PEER-3,Choke
40,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
50,PEER-1,PEER-3,Choke
50,PEER-1,PEER-4,Choke
50,PEER-1,PEER-5,Choke
50,PEER-2,SEED-1,Choke
50,PEER-2,PEER-1,Choke
50,PEER-2,PEER-3,Choke
50,PEER-2,PEER-4,Choke
50,PEER-2,PEER-5,Choke
50,PEER-3,SEED-1,Choke
50,PEER-3,PEER-1,Choke
50,PEER-3,PEER-2,Choke
50,PEER-3,PEER-4,Choke
50,PEER-3,PEER-5,Choke
50,PEER-5,SEED-1,Choke
50,PEER-5,PEER-1,Choke
50,PEER-5,PEER-2,Choke
50,PEER-5,PEER-3,Choke
50,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
50,PEER-1,PEER-3,Choke
50,PEER-1,PEER-4,Choke
50,PEER-1,PEER-5,Choke
50,PEER-2,SEED-1,Choke
50,PEER-2,PEER-1,Choke
50,PEER-2,PEER-3,Choke
50,PEER-2,PEER-4,Choke
50,PEER-2,PEER-5,Choke
50,PEER-3,SEED-1,Choke
50,PEER-3,PEER-1,Choke
50,PEER-3,PEER-2,Choke
50,PEER-3,PEER-4,Choke
50,PEER-3,PEER-5,Choke
50,PEER-5,SEED-1,Choke
50,PEER-5,PEER-1,Choke
50,PEER-5,PEER-2,Choke
50,PEER-5,PEER-3,Choke
50,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
50,PEER-1,PEER-3,Choke
50,PEER-1,PEER-4,Choke
50,PEER-1,PEER-5,Choke
50,PEER-2,SEED-1,Choke
50,PEER-2,PEER-1,Choke
50,PEER-2,PEER-3,Choke
50,PEER-2,PEER-4,Choke
50,PEER-2,PEER-5,Choke
50,PEER-3,SEED-1,Choke
50,PEER-3,PEER-1,Choke
50,PEER-3,PEER-2,Choke
50,PEER-3,PEER-4,Choke
50,PEER-3,PEER-5,Choke
50,PEER-5,SEED-1,Choke
50,PEER-5,PEER-1,Choke
50,PEER-5,PEER-2,Choke
50,PEER-5,PEER-3,Choke
50,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
50,PEER-1,PEER-3,Choke
50,PEER-1,PEER-4,Choke
50,PEER-1,PEER-5,Choke
50,PEER-2,SEED-1,Choke
50,PEER-2,PEER-1,Choke
50,PEER-2,PEER-3,Choke
50,PEER-2,PEER-4,Choke
50,PEER-2,PEER-5,Choke
50,PEER-3,SEED-1,Choke
50,PEER-3,PEER-1,Choke
50,PEER-3,PEER-2,Choke
50,PEER-3,PEER-4,Choke
50,PEER-3,PEER-5,Choke
50,PEER-5,SEED-1,Choke
50,PEER-5,PEER-1,Choke
50,PEER-5,PEER-2,Choke
50,PEER-5,PEER-3,Choke
50,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
50,PEER-1,PEER-3,Choke
50,PEER-1,PEER-4,Choke
50,PEER-1,PEER-5,Choke
50,PEER-2,SEED-1,Choke
50,PEER-2,PEER-1,Choke
50,PEER-2,PEER-3,Choke
50,PEER-2,PEER-4,Choke
50,PEER-2,PEER-5,Choke
50,PEER-3,SEED-1,Choke
50,PEER-3,PEER-1,Choke
50,PEER-3,PEER-2,Choke
50,PEER-3,PEER-4,Choke
50,PEER-3,PEER-5,Choke
50,PEER-5,SEED-1,Choke
50,PEER-5,PEER-1,Choke
50,PEER-5,PEER-2,Choke
50,PEER-5,PEER-3,Choke
50,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
50,PEER-1,PEER-3,Choke
50,PEER-1,PEER-4,Choke
50,PEER-1,PEER-5,Choke
50,PEER-2,SEED-1,Choke
50,PEER-2,PEER-1,Choke
50,PEER-2,PEER-3,Choke
50,PEER-2,PEER-4,Choke
50,PEER-2,PEER-5,Choke
50,PEER-3,SEED-1,Choke
50,PEER-3,PEER-1,Choke
50,PEER-3,PEER-2,Choke
50,PEER-3,PEER-4,Choke
50,PEER-3,PEER-5,Choke
50,PEER-5,SEED-1,Choke
50,PEER-5,PEER-1,Choke
50,PEER-5,PEER-2,Choke
50,PEER-5,PEER-3,Choke
50,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
50,PEER-1,PEER-3,Choke
50,PEER-1,PEER-4,Choke
50,PEER-1,PEER-5,Choke
50,PEER-2,SEED-1,Choke
50,PEER-2,PEER-1,Choke
50,PEER-2,PEER-3,Choke
50,PEER-2,PEER-4,Choke
50,PEER-2,PEER-5,Choke
50,PEER-3,SEED-1,Choke
50,PEER-3,PEER-1,Choke
50,PEER-3,PEER-2,Choke
50,PEER-3,PEER-4,Choke
50,PEER-3,PEER-5,Choke
50,PEER-5,SEED-1,Choke
50,PEER-5,PEER-1,Choke
50,PEER-5,PEER-2,Choke
50,PEER-5,PEER-3,Choke
50,PEER-5,PEER-4,Choke
50,SEED-1,PEER-1,Unchoke
50,SEED-1,PEER-2,Unchoke
50,SEED-1,PEER-3,Unchoke
50,SEED-1,PEER-4,Choke
50,SEED-1,PEER-5,Choke
50,PEER-1,SEED-1,Choke
50,PEER-1,PEER-2,Choke
